Prefix,Exact,DXCC,CQZ,ITUZ,Cont,Lat,Lon,ValidFrom,ValidTo
DL,0,81,14,0,,,,,1973-09-16T23:59:59+00:00
DM,0,81,14,0,,,,,1973-09-16T23:59:59+00:00
DT,0,81,14,0,,,,,1973-09-16T23:59:59+00:00
DM,0,229,14,0,,,,1973-09-17T00:00:00+00:00,1990-10-02T23:59:59+00:00
DT,0,229,14,0,,,,1973-09-17T00:00:00+00:00,1990-10-02T23:59:59+00:00
Y2,0,229,14,0,,,,1973-09-17T00:00:00+00:00,1990-10-02T23:59:59+00:00
Y3,0,229,14,0,,,,1973-09-17T00:00:00+00:00,1990-10-02T23:59:59+00:00
Y4,0,229,14,0,,,,1973-09-17T00:00:00+00:00,1990-10-02T23:59:59+00:00
Y5,0,229,14,0,,,,1973-09-17T00:00:00+00:00,1990-10-02T23:59:59+00:00
Y6,0,229,14,0,,,,1973-09-17T00:00:00+00:00,1990-10-02T23:59:59+00:00
Y7,0,229,14,0,,,,1973-09-17T00:00:00+00:00,1990-10-02T23:59:59+00:00
Y8,0,229,14,0,,,,1973-09-17T00:00:00+00:00,1990-10-02T23:59:59+00:00
Y9,0,229,14,0,,,,1973-09-17T00:00:00+00:00,1990-10-02T23:59:59+00:00
Y2,0,230,14,0,,,,1990-10-03T00:00:00+00:00,
Y3,0,230,14,0,,,,1990-10-03T00:00:00+00:00,
Y4,0,230,14,0,,,,1990-10-03T00:00:00+00:00,
Y5,0,230,14,0,,,,1990-10-03T00:00:00+00:00,
Y6,0,230,14,0,,,,1990-10-03T00:00:00+00:00,
Y7,0,230,14,0,,,,1990-10-03T00:00:00+00:00,
Y8,0,230,14,0,,,,1990-10-03T00:00:00+00:00,
Y9,0,230,14,0,,,,1990-10-03T00:00:00+00:00,
OL,0,218,15,0,,,,,1992-12-31T23:59:59+00:00
OM,0,218,15,0,,,,,1992-12-31T23:59:59+00:00
KH8S,0,515,32,0,,,,2006-07-22T00:00:00+00:00,
WH8S,0,515,32,0,,,,2006-07-22T00:00:00+00:00,
AH8S,0,515,32,0,,,,2006-07-22T00:00:00+00:00,
4W,0,511,28,0,,,,2000-03-01T00:00:00+00:00,
E4,0,510,20,0,,,,1999-02-01T00:00:00+00:00,
XX,0,272,14,0,,,,,
AX6,0,150,29,0,,,,,
AX8,0,150,29,0,,,,,
KG1,0,237,40,0,,,,,1975-05-31T23:59:59+00:00
AC,0,306,22,0,,,,,1971-12-31T23:59:59+00:00
CR4,0,409,35,0,,,,,1975-12-31T23:59:59+00:00
CX0,0,13,13,0,,,,,
M1,0,278,15,0,,,,,1983-12-31T23:59:59+00:00
VS5,0,345,28,0,,,,,1984-12-31T23:59:59+00:00
CR9,0,152,24,0,,,,,1984-12-31T23:59:59+00:00
VR4,0,185,28,0,,,,,1978-12-31T23:59:59+00:00
ZS3,0,464,38,0,,,,,1990-12-31T23:59:59+00:00
ZR3,0,464,38,0,,,,,1990-12-31T23:59:59+00:00
PX,0,203,14,0,,,,,1969-12-31T23:59:59+00:00
VQ2,0,482,36,0,,,,,1964-12-31T23:59:59+00:00
VQ3,0,470,37,0,,,,,1961-12-31T23:59:59+00:00
VQ5,0,286,37,0,,,,,1962-12-31T23:59:59+00:00
VQ4,0,430,37,0,,,,,1963-12-31T23:59:59+00:00
ZM6,0,190,32,0,,,,,1962-12-31T23:59:59+00:00
VQ1,0,307,37,0,,,,,1974-05-31T23:59:59+00:00
AG2,0,271,15,0,,,,,1957-03-31T23:59:59+00:00
VS9A,0,243,21,0,,,,,1990-05-21T23:59:59+00:00
MF2,0,271,15,0,,,,,1957-03-31T23:59:59+00:00
EK1,0,264,33,0,,,,,1960-06-30T23:59:59+00:00
VS9P,0,243,21,0,,,,,1990-05-21T23:59:59+00:00
VS9S,0,243,21,0,,,,,1990-05-21T23:59:59+00:00
AC5,0,306,22,0,,,,,1971-12-31T23:59:59+00:00
7O,0,243,21,0,,,,,1990-05-21T23:59:59+00:00
AC3,0,231,22,0,,,,,1975-04-30T23:59:59+00:00
HK0M,0,161,9,0,,,,,
8Z4,0,226,21,0,,,,,1981-12-25T23:59:59+00:00
VS4,0,220,28,0,,,,,1963-09-15T23:59:59+00:00
JR6,0,193,25,0,,,,,1972-05-14T23:59:59+00:00
ZS9,0,488,38,0,,,,1977-09-01T00:00:00+00:00,1994-02-28T23:59:59+00:00
4X1,0,196,20,0,,,,,1968-06-30T23:59:59+00:00
ZC6,0,196,20,0,,,,,1968-06-30T23:59:59+00:00
VO,0,186,5,0,,,,,1949-03-31T23:59:59+00:00
VK9,0,198,28,0,,,,,1975-09-15T23:59:59+00:00
1M,0,178,32,0,,,,,1972-07-15T23:59:59+00:00
9M2,0,155,28,0,,,,,1963-09-15T23:59:59+00:00
VS2,0,155,28,0,,,,,1963-09-15T23:59:59+00:00
PK1,0,119,28,0,,,,,1963-04-30T23:59:59+00:00
PK2,0,119,28,0,,,,,1963-04-30T23:59:59+00:00
PK3,0,119,28,0,,,,,1963-04-30T23:59:59+00:00
CR8,0,101,22,0,,,,,1961-12-31T23:59:59+00:00
1G,0,93,39,0,,,,1967-05-04T00:00:00+00:00,1978-02-28T23:59:59+00:00
FN,0,67,22,0,,,,,1954-10-31T23:59:59+00:00
FQ8,0,57,36,0,,,,,1960-08-16T23:59:59+00:00
A1,0,2,21,0,,,,,1991-03-30T23:59:59+00:00
ZC5,0,25,28,0,,,,,1963-09-15T23:59:59+00:00
VQ6,0,26,37,0,,,,,1960-06-30T23:59:59+00:00
R6G,0,14,21,0,,,,,1993-12-31T23:59:59+00:00
RG,0,14,21,0,,,,,1993-12-31T23:59:59+00:00
RK6G,0,14,21,0,,,,,1993-12-31T23:59:59+00:00
PK6,0,30,28,0,,,,,1963-04-30T23:59:59+00:00
MP4Q,0,376,21,0,,,,,1974-12-31T23:59:59+00:00
R6C,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
R6D,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
R6K,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
R6N,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
RD,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
RK6D,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
RK6K,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
RK6N,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
R2R,0,52,15,0,,,,,1993-12-31T23:59:59+00:00
R2T,0,52,15,0,,,,,1993-12-31T23:59:59+00:00
R6O,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
R6Q,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
R6V,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
RF,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
RK6O,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
RK6Q,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
RK6V,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
R7,0,130,17,0,,,,,1993-12-31T23:59:59+00:00
RL,0,130,17,0,,,,,1993-12-31T23:59:59+00:00
R8M,0,135,17,0,,,,,1993-12-31T23:59:59+00:00
R8P,0,135,17,0,,,,,1993-12-31T23:59:59+00:00
RK8M,0,135,17,0,,,,,1993-12-31T23:59:59+00:00
RK8P,0,135,17,0,,,,,1993-12-31T23:59:59+00:00
RN8M,0,135,17,0,,,,,1993-12-31T23:59:59+00:00
RN8P,0,135,17,0,,,,,1993-12-31T23:59:59+00:00
R2G,0,145,15,0,,,,,1993-12-31T23:59:59+00:00
R2Q,0,145,15,0,,,,,1993-12-31T23:59:59+00:00
RQ,0,145,15,0,,,,,1993-12-31T23:59:59+00:00
R2B,0,146,15,0,,,,,1993-12-31T23:59:59+00:00
R2P,0,146,15,0,,,,,1993-12-31T23:59:59+00:00
RP,0,146,15,0,,,,,1993-12-31T23:59:59+00:00
R5O,0,179,16,0,,,,,1993-12-31T23:59:59+00:00
RO,0,179,16,0,,,,,1993-12-31T23:59:59+00:00
R8J,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
R8K,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
R8R,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
R8S,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
RJ,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
RK8J,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
RK8K,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
RK8R,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
RK8S,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
RN8J,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
RN8K,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
RN8R,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
RN8S,0,262,17,0,,,,,1993-12-31T23:59:59+00:00
4W,0,154,21,0,,,,,1990-05-21T23:59:59+00:00
VS6,0,321,24,0,,,,,1997-06-30T23:59:59+00:00
4N5,0,502,15,0,,,,1991-09-08T00:00:00+00:00,1993-12-30T23:59:59+00:00
4O3,0,499,15,0,,,,1991-06-26T00:00:00+00:00,1992-10-20T23:59:59+00:00
4N3,0,499,15,0,,,,1991-06-26T00:00:00+00:00,1992-10-20T23:59:59+00:00
4O5,0,502,15,0,,,,1991-09-08T00:00:00+00:00,1993-12-30T23:59:59+00:00
4N2,0,497,15,0,,,,1991-06-26T00:00:00+00:00,1992-12-30T23:59:59+00:00
YU2,0,497,15,0,,,,1991-06-26T00:00:00+00:00,1992-12-30T23:59:59+00:00
YU3,0,499,15,0,,,,1991-06-26T00:00:00+00:00,1992-10-20T23:59:59+00:00
YU5,0,502,15,0,,,,1991-09-08T00:00:00+00:00,1993-12-30T23:59:59+00:00
YT2,0,497,15,0,,,,1991-06-26T00:00:00+00:00,1992-12-30T23:59:59+00:00
YT3,0,499,15,0,,,,1991-06-26T00:00:00+00:00,1992-10-20T23:59:59+00:00
YZ2,0,497,15,0,,,,1991-06-26T00:00:00+00:00,1992-12-30T23:59:59+00:00
YZ3,0,499,15,0,,,,1991-06-26T00:00:00+00:00,1992-10-20T23:59:59+00:00
YZ5,0,502,15,0,,,,1991-09-08T00:00:00+00:00,1993-12-30T23:59:59+00:00
PY0,0,56,11,0,,,,,
R8E,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
R8H,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
R8W,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
R8Y,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
RK8A,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
RK8B,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
RK8E,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
RK8H,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
RK8W,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
RK8Y,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
RN8B,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
RN8E,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
RN8H,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
RN8W,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
R5,0,288,16,0,,,,,1993-12-31T23:59:59+00:00
RT,0,288,16,0,,,,,1993-12-31T23:59:59+00:00
RY,0,288,16,0,,,,,1993-12-31T23:59:59+00:00
R8,0,292,17,0,,,,,1993-12-31T23:59:59+00:00
RI,0,292,17,0,,,,,1993-12-31T23:59:59+00:00
RK8,0,292,17,0,,,,,1993-12-31T23:59:59+00:00
KH7K,0,138,31,0,,,,1996-01-01T00:00:00+00:00,
NH7K,0,138,31,0,,,,1996-01-01T00:00:00+00:00,
WH7K,0,138,31,0,,,,1996-01-01T00:00:00+00:00,
AH7K,0,138,31,0,,,,1996-01-01T00:00:00+00:00,
EG92,0,281,14,0,,,,1992-01-01T00:00:00+00:00,1992-12-31T23:59:59+00:00
U6G,0,14,21,0,,,,,1993-12-31T23:59:59+00:00
UG,0,14,21,0,,,,,1993-12-31T23:59:59+00:00
U6C,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
U6K,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
U6N,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
VR8,0,282,31,0,,,,1976-01-01T00:00:00+00:00,1978-10-31T23:59:59+00:00
U6O,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
U6V,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
U7,0,130,17,0,,,,,1993-12-31T23:59:59+00:00
UQ,0,145,15,0,,,,,1993-12-31T23:59:59+00:00
U6Q,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
UQ,0,130,17,0,,,,1994-01-01T00:00:00+00:00,
T4,0,462,38,0,,,,1979-08-13T00:00:00+00:00,1979-12-31T23:59:59+00:00
AG1,0,297,31,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AG2,0,20,31,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AG7,0,297,31,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AG3,0,20,31,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AG5,0,103,27,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AH1,0,110,31,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AG6,0,103,27,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AH2,0,174,31,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AH3,0,9,32,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AH7,0,174,31,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AH5,0,9,32,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AJ1,0,123,31,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AJ2,0,285,8,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AJ7,0,123,31,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AJ3,0,285,8,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
AH4,0,228,7,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
U2,0,27,16,0,,,,,1993-12-31T23:59:59+00:00
U2B,0,146,15,0,,,,,1993-12-31T23:59:59+00:00
U2F,0,126,15,0,,,,,1993-12-31T23:59:59+00:00
U2G,0,145,15,0,,,,,1993-12-31T23:59:59+00:00
U2P,0,146,15,0,,,,,1993-12-31T23:59:59+00:00
U2Q,0,145,15,0,,,,,1993-12-31T23:59:59+00:00
U2R,0,52,15,0,,,,,1993-12-31T23:59:59+00:00
U2T,0,52,15,0,,,,,1993-12-31T23:59:59+00:00
U8Y,0,280,17,0,,,,,1993-12-31T23:59:59+00:00
RK5,0,288,16,0,,,,,1993-12-31T23:59:59+00:00
R6F,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
UR,0,52,15,0,,,,,1990-12-31T23:59:59+00:00
4O,0,514,15,0,,,,2007-05-11T00:00:00+00:00,
4O6,0,514,15,0,,,,2006-06-28T00:00:00+00:00,
RK2B,0,146,15,0,,,,,1993-12-31T23:59:59+00:00
RK2A,0,27,16,0,,,,,1993-12-31T23:59:59+00:00
RK2C,0,27,16,0,,,,,1993-12-31T23:59:59+00:00
RK2L,0,27,16,0,,,,,1993-12-31T23:59:59+00:00
RK2O,0,27,16,0,,,,,1993-12-31T23:59:59+00:00
RK2P,0,146,15,0,,,,,1993-12-31T23:59:59+00:00
RK2S,0,27,16,0,,,,,1993-12-31T23:59:59+00:00
RK2W,0,27,16,0,,,,,1993-12-31T23:59:59+00:00
RK2G,0,145,15,0,,,,,1993-12-31T23:59:59+00:00
RK2Q,0,145,15,0,,,,,1993-12-31T23:59:59+00:00
RK2R,0,52,15,0,,,,,1993-12-31T23:59:59+00:00
RK2T,0,52,15,0,,,,,1993-12-31T23:59:59+00:00
RK6C,0,18,21,0,,,,,1993-12-31T23:59:59+00:00
RK6F,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
YU6,0,514,15,0,,,,2006-06-28T00:00:00+00:00,2007-05-11T23:59:59+00:00
AM92,0,281,14,0,,,,1992-01-01T00:00:00+00:00,1992-12-31T23:59:59+00:00
AO92,0,281,14,0,,,,1992-01-01T00:00:00+00:00,1992-12-31T23:59:59+00:00
IW0U,0,225,15,0,,,,,
IW0V,0,225,15,0,,,,,
IW0W,0,225,15,0,,,,,
IW0X,0,225,15,0,,,,,
IW0Y,0,225,15,0,,,,,
IW0Z,0,225,15,0,,,,,
VP4,0,90,9,0,,,,,1965-12-31T23:59:59+00:00
CT98,0,272,14,0,,,,1998-01-01T00:00:00+00:00,1998-09-30T23:59:59+00:00
CQ98,0,256,33,0,,,,1998-01-01T00:00:00+00:00,1998-09-30T23:59:59+00:00
CS98,0,272,14,0,,,,1998-01-01T00:00:00+00:00,1998-09-30T23:59:59+00:00
VR5,0,160,32,0,,,,,1972-04-01T23:59:59+00:00
7J1,0,194,27,0,,,,1976-05-30T00:00:00+00:00,1980-11-30T23:59:59+00:00
1A,0,246,15,0,,,,,
YX0,0,17,8,0,,,,,
UP,0,130,17,0,,,,1993-09-01T00:00:00+00:00,
UP,0,146,15,0,,,,,1993-02-28T23:59:59+00:00
EY,0,262,17,0,,,,1994-01-01T00:00:00+00:00,
UO,0,179,16,0,,,,,1994-01-31T23:59:59+00:00
UO,0,130,17,0,,,,1994-02-01T00:00:00+00:00,
UJ,0,262,17,0,,,,,1994-01-31T23:59:59+00:00
UL,0,130,17,0,,,,,1994-01-31T23:59:59+00:00
UM,0,135,17,0,,,,,1994-01-31T23:59:59+00:00
UI,0,292,17,0,,,,,1994-01-31T23:59:59+00:00
4J,0,18,21,0,,,,1994-01-01T00:00:00+00:00,
UC,0,27,16,0,,,,,1994-12-31T23:59:59+00:00
FL,0,382,37,0,,,,,1977-12-31T23:59:59+00:00
EG97,0,281,14,0,,,,1997-01-01T00:00:00+00:00,1997-12-31T23:59:59+00:00
YU60,0,296,15,0,,,,2006-12-01T00:00:00+00:00,2007-12-31T23:59:59+00:00
CR8,0,149,14,0,,,,2009-06-01T00:00:00+00:00,
CR8,0,200,28,0,,,,1962-01-01T00:00:00+00:00,1976-09-14T23:59:59+00:00
VR2,0,176,32,0,,,,,1972-12-31T23:59:59+00:00
AX9Z,0,303,30,0,,,,,
ZD3,0,422,35,0,,,,,1975-12-31T23:59:59+00:00
FH,0,39,39,0,,,,,1975-07-05T23:59:59+00:00
U5O,0,179,16,0,,,,,1993-12-31T23:59:59+00:00
U6F,0,75,21,0,,,,,1993-12-31T23:59:59+00:00
SH75,0,206,15,0,,,,2007-01-01T00:00:00+00:00,2007-12-31T23:59:59+00:00
VR6,0,172,32,0,,,,,1998-12-31T23:59:59+00:00
YT5,0,502,15,0,,,,1991-09-08T00:00:00+00:00,1993-12-30T23:59:59+00:00
R7H,0,54,16,0,,,,,1993-12-31T23:59:59+00:00
XX3,0,256,33,0,,,,1978-01-01T00:00:00+00:00,
XX3,0,109,35,0,,,,,1975-12-31T23:59:59+00:00
XX4,0,409,35,0,,,,,1975-12-31T23:59:59+00:00
UM,0,292,17,0,,,,1994-02-01T00:00:00+00:00,
NY4,0,105,8,0,,,,,1949-12-31T23:59:59+00:00
FT4,0,474,33,0,,,,,1951-12-31T23:59:59+00:00
FM4,0,474,33,0,,,,,1951-12-31T23:59:59+00:00
PK4,0,258,28,0,,,,,1963-04-30T23:59:59+00:00
I1,0,271,15,0,,,,,1957-03-31T23:59:59+00:00
AL4,0,13,13,0,,,,1976-01-01T00:00:00+00:00,1976-12-31T23:59:59+00:00
C1,0,318,24,0,,,,,1949-12-31T23:59:59+00:00
C2,0,318,24,0,,,,,1949-12-31T23:59:59+00:00
C3,0,318,24,0,,,,,1949-12-31T23:59:59+00:00
C4,0,318,24,0,,,,,1949-12-31T23:59:59+00:00
C5,0,318,24,0,,,,,1949-12-31T23:59:59+00:00
C6,0,318,24,0,,,,,1949-12-31T23:59:59+00:00
C7,0,318,24,0,,,,,1949-12-31T23:59:59+00:00
XU,0,318,24,0,,,,,1949-12-31T23:59:59+00:00
FC,0,214,15,0,,,,,1984-12-31T23:59:59+00:00
CU,0,272,14,0,,,,,1985-11-30T23:59:59+00:00
KH7,0,138,31,0,,,,,1995-03-31T23:59:59+00:00
I6,0,53,37,0,,,,,1947-12-31T23:59:59+00:00
6C,0,384,20,0,,,,,
R2C,0,27,16,0,,,,,1993-12-31T23:59:59+00:00
FF,0,59,35,0,,,,,1960-08-06T23:59:59+00:00
92HY,0,141,13,0,,,,1992-01-01T00:00:00+00:00,1992-12-31T23:59:59+00:00
HJ0M,0,161,9,0,,,,,
P2,0,163,28,0,,,,1975-09-16T00:00:00+00:00,
H800,0,206,15,0,,,,2005-01-01T00:00:00+00:00,2005-12-31T23:59:59+00:00
3B7,0,4,39,0,,,,1968-01-01T00:00:00+00:00,
NH7,0,138,31,0,,,,,1995-03-31T23:59:59+00:00
L1,0,100,13,0,,,,,
UN,0,130,17,0,,,,1990-12-26T00:00:00+00:00,
ZS8,0,432,38,0,,,,,1968-12-31T23:59:59+00:00
T8,0,462,38,0,,,,,1994-12-31T23:59:59+00:00
WG4,0,105,8,0,,,,,1978-12-31T23:59:59+00:00
JD1M,0,177,27,0,,,,,
UH,0,280,17,0,,,,,1995-02-28T23:59:59+00:00
BJ,0,318,24,0,,,,,
UX5,0,288,16,0,,,,1991-01-01T00:00:00+00:00,
WV4,0,285,8,0,,,,,1978-12-31T23:59:59+00:00
MB9,0,206,15,0,,,,,1959-12-31T23:59:59+00:00
D7,0,81,14,0,,,,,1949-12-31T23:59:59+00:00
VK9C,0,38,29,0,,,,1975-09-16T00:00:00+00:00,
VK9M,0,171,30,0,,,,1975-09-16T00:00:00+00:00,
VK9N,0,189,32,0,,,,1975-09-16T00:00:00+00:00,
VK9X,0,35,29,0,,,,1975-09-16T00:00:00+00:00,
RK7,0,130,17,0,,,,,1993-12-31T23:59:59+00:00
CQ2,0,256,33,0,,,,2009-06-01T00:00:00+00:00,
CQ2,0,149,14,0,,,,,1985-12-31T23:59:59+00:00
70M,0,239,15,0,,,,2007-07-01T00:00:00+00:00,2007-07-31T23:59:59+00:00
FKS8,0,206,15,0,,,,,1959-12-31T23:59:59+00:00
VS9O,0,370,21,0,,,,,1966-12-31T23:59:59+00:00
PJ2,0,517,9,0,,,,2010-10-10T04:00:00+00:00,
PJ4,0,520,9,0,,,,2010-10-10T04:00:00+00:00,
PJ7,0,518,8,0,,,,2010-10-10T04:00:00+00:00,
T8,0,22,27,0,,,,1996-01-01T00:00:00+00:00,
9S4,0,81,14,0,,,,1957-04-01T00:00:00+00:00,1957-11-30T23:59:59+00:00
ZC2,0,38,29,0,,,,,1959-12-31T23:59:59+00:00
ZC3,0,35,29,0,,,,,1959-12-31T23:59:59+00:00
ZC1,0,342,20,0,,,,,1959-12-31T23:59:59+00:00
BY3L,0,318,23,0,,,,,
BY3H,0,318,23,0,,,,,
BY3I,0,318,23,0,,,,,
BY3J,0,318,23,0,,,,,
BY3K,0,318,23,0,,,,,
BY3G,0,318,23,0,,,,,
BY9A,0,318,24,0,,,,,
BY9,0,318,23,0,,,,,
BY9B,0,318,24,0,,,,,
BY9C,0,318,24,0,,,,,
BY9D,0,318,24,0,,,,,
BY9E,0,318,24,0,,,,,
BY9F,0,318,24,0,,,,,
BY0,0,318,23,0,,,,,
BA0,0,318,23,0,,,,,
BD0,0,318,23,0,,,,,
BG0,0,318,23,0,,,,,
BH0,0,318,23,0,,,,,
BI0,0,318,23,0,,,,,
BJ0,0,318,23,0,,,,,
BL0,0,318,23,0,,,,,
BR0,0,318,23,0,,,,,
BS0,0,318,23,0,,,,,
BT0,0,318,23,0,,,,,
BZ0,0,318,23,0,,,,,
BA3G,0,318,23,0,,,,,
BD3G,0,318,23,0,,,,,
BG3G,0,318,23,0,,,,,
BH3G,0,318,23,0,,,,,
BI3G,0,318,23,0,,,,,
BJ3G,0,318,23,0,,,,,
BL3G,0,318,23,0,,,,,
BR3G,0,318,23,0,,,,,
BS3G,0,318,23,0,,,,,
BT3G,0,318,23,0,,,,,
BZ3G,0,318,23,0,,,,,
BA3H,0,318,23,0,,,,,
BD3H,0,318,23,0,,,,,
BG3H,0,318,23,0,,,,,
BH3H,0,318,23,0,,,,,
BI3H,0,318,23,0,,,,,
BJ3H,0,318,23,0,,,,,
BL3H,0,318,23,0,,,,,
BR3H,0,318,23,0,,,,,
BS3H,0,318,23,0,,,,,
BT3H,0,318,23,0,,,,,
BZ3H,0,318,23,0,,,,,
BA3I,0,318,23,0,,,,,
BD3I,0,318,23,0,,,,,
BG3I,0,318,23,0,,,,,
BH3I,0,318,23,0,,,,,
BI3I,0,318,23,0,,,,,
BJ3I,0,318,23,0,,,,,
BL3I,0,318,23,0,,,,,
BR3I,0,318,23,0,,,,,
BS3I,0,318,23,0,,,,,
BT3I,0,318,23,0,,,,,
BZ3I,0,318,23,0,,,,,
BA3J,0,318,23,0,,,,,
BG3J,0,318,23,0,,,,,
BH3J,0,318,23,0,,,,,
BI3J,0,318,23,0,,,,,
BJ3J,0,318,23,0,,,,,
BL3J,0,318,23,0,,,,,
BR3J,0,318,23,0,,,,,
BS3J,0,318,23,0,,,,,
BT3J,0,318,23,0,,,,,
BZ3J,0,318,23,0,,,,,
BA3K,0,318,23,0,,,,,
BD3K,0,318,23,0,,,,,
BG3K,0,318,23,0,,,,,
BH3K,0,318,23,0,,,,,
BI3K,0,318,23,0,,,,,
BJ3K,0,318,23,0,,,,,
BL3K,0,318,23,0,,,,,
BR3K,0,318,23,0,,,,,
BS3K,0,318,23,0,,,,,
BT3K,0,318,23,0,,,,,
BZ3K,0,318,23,0,,,,,
BA3L,0,318,23,0,,,,,
BD3L,0,318,23,0,,,,,
BG3L,0,318,23,0,,,,,
BH3L,0,318,23,0,,,,,
BI3L,0,318,23,0,,,,,
BJ3L,0,318,23,0,,,,,
BL3L,0,318,23,0,,,,,
BR3L,0,318,23,0,,,,,
BS3L,0,318,23,0,,,,,
BT3L,0,318,23,0,,,,,
BZ3L,0,318,23,0,,,,,
BA9,0,318,23,0,,,,,
BD9,0,318,23,0,,,,,
BH9,0,318,23,0,,,,,
BI9,0,318,23,0,,,,,
BJ9,0,318,23,0,,,,,
BL9,0,318,23,0,,,,,
BR9,0,318,23,0,,,,,
BS9,0,318,23,0,,,,,
BT9,0,318,23,0,,,,,
BZ9,0,318,23,0,,,,,
BA9A,0,318,24,0,,,,,
BA9B,0,318,24,0,,,,,
BA9C,0,318,24,0,,,,,
BA9D,0,318,24,0,,,,,
BA9E,0,318,24,0,,,,,
BA9F,0,318,24,0,,,,,
BD9A,0,318,24,0,,,,,
BD9B,0,318,24,0,,,,,
BD9C,0,318,24,0,,,,,
BD9D,0,318,24,0,,,,,
BD9E,0,318,24,0,,,,,
BD9F,0,318,24,0,,,,,
BG9A,0,318,24,0,,,,,
BG9B,0,318,24,0,,,,,
BG9C,0,318,24,0,,,,,
BG9D,0,318,24,0,,,,,
BG9E,0,318,24,0,,,,,
BH9B,0,318,24,0,,,,,
BH9C,0,318,24,0,,,,,
BH9A,0,318,24,0,,,,,
BH9F,0,318,24,0,,,,,
BH9D,0,318,24,0,,,,,
BH9E,0,318,24,0,,,,,
BI9A,0,318,24,0,,,,,
BI9B,0,318,24,0,,,,,
BI9D,0,318,24,0,,,,,
BI9F,0,318,24,0,,,,,
BI9E,0,318,24,0,,,,,
